1969,class,1970,class,1971,class,1972,class,1973,class,1974,class,1975,class,1976,class,1977,class,1978,class,1979,class
77.225,class5,126.626,class8,125.93,class8,85.145,class6,75.858,class5,141.911,class9,86.478,class6,109.502,class16,71.469,class5,123.107,class8,123.222,class8
113.126,class8,132.731,class9,121.659,class8,182.878,class12,115.791,class8,120.522,class8,106.764,class7,113.928,class16,187.809,class12,78.24,class5,105.748,class7
96.346,class7,146.673,class10,106.702,class7,116.109,class8,124.763,class8,114.155,class8,77.772,class5,144.638,class16,150.994,class10,106.192,class7,102.677,class7
116.64,class8,96.11,class7,85.659,class6,156.478,class10,148.552,class10,63.924,class4,169.754,class11,132.216,class16,121.197,class8,98.433,class7,130.859,class9
114.224,class8,128.487,class9,104.676,class7,91.173,class6,126.99,class8,165.189,class11,180.671,class12,112.6,class16,87.74,class6,116.375,class8,104.036,class7
151.202,class10,123.849,class8,139.65,class9,127.293,class8,137.611,class9,115.757,class8,147.02,class10,127.331,class16,119.682,class8,104.899,class7,125.409,class8
102.325,class7,118.391,class8,93.116,class6,176.235,class12,157.276,class10,90.086,class6,127.318,class8,146.039,class16,134.878,class9,129.677,class9,128.015,class9
90.365,class6,143.479,class9,76.782,class5,85.634,class6,109.773,class7,127.848,class8,122.218,class8,116.71,class16,118.279,class8,113.902,class8,173.478,class11
116.235,class8,123.847,class8,81.435,class6,78.413,class5,148.349,class10,110.497,class7,143.8,class9,78.68,class16,134.339,class9,163.968,class11,104.048,class7
89.647,class6,127.743,class8,119.051,class8,78.17,class5,97.974,class7,134.152,class9,123.652,class8,128.832,class16,181.872,class12,132.653,class9,72.841,class5
88.49,class6,128.296,class9,100.835,class7,64.283,class5,89.653,class6,126.585,class8,130.337,class9,116.326,class16,121.859,class8,72.576,class5,124.421,class8
118.036,class8,96.429,class7,128.888,class9,96.098,class7,75.821,class5,98.238,class7,157.962,class10,114.909,class16,123.325,class8,142.69,class9,128.414,class9
106.518,class7,92.216,class6,166.848,class11,126.511,class8,114.082,class8,127.761,class8,145.156,class10,118.016,class16,157.522,class10,104.753,class7,102.766,class7
171.796,class11,81.22,class6,79.821,class5,97.76,class7,183.051,class12,82.336,class6,111.209,class7,94.191,class16,105.267,class7,166.868,class11,142.892,class9
98.904,class7,90.52,class6,164.963,class11,69.923,class5,81.9,class6,147.194,class10,135.108,class9,123.867,class16,110.35,class7,150.644,class10,120.023,class8
122.531,class8,121.507,class8,76.974,class5,149.945,class10,121.892,class8,142.872,class9,85.793,class6,68.41,class16,112.362,class8,91.67,class6,78.342,class5
124.453,class8,137.861,class9,106.46,class7,98.49,class7,82.089,class6,136.042,class9,126.911,class8,130.147,class16,130.265,class9,156.578,class10,85.21,class6
93.813,class6,138.534,class9,98.182,class7,140.794,class9,127.409,class8,130.165,class9,123.147,class8,103.409,class16,134.357,class9,122.153,class8,133.896,class9
113.311,class8,170.827,class11,156.785,class10,88.395,class6,85.211,class6,127.384,class8,106.88,class7,131.83,class16,175.619,class11,106.297,class7,117.939,class8
122.845,class8,75.981,class5,90.506,class6,124.173,class8,119.499,class8,152.323,class10,146.124,class10,80.042,class16,91.047,class6,152.111,class10,145.345,class10
144.129,class10,119.779,class8,103.609,class7,99.202,class7,77.177,class5,98.725,class7,118.257,class8,131.523,class16,128.036,class9,125.191,class8,105.399,class7
92.763,class6,134.375,class9,87.058,class6,81.677,class6,156.455,class10,96.828,class7,142.595,class9,137.407,class16,104.816,class7,91.56,class6,119.478,class8
69.74,class5,89.427,class6,121.318,class8,119.364,class8,133.075,class9,154.7,class10,97.717,class7,96.225,class16,201.571,class13,103.082,class7,101.172,class7
116.53,class8,135.235,class9,114.666,class8,113.107,class8,97.217,class7,116.489,class8,151.772,class10,102.977,class16,109.215,class7,138.81,class9,143.477,class9
182.883,class12,168.854,class11,140.003,class9,111.013,class7,182.088,class12,103.585,class7,102.221,class7,134.698,class16,120.237,class8,167.182,class11,84.545,class6
97.605,class7,100.895,class7,81.993,class6,131.657,class9,129.953,class9,118.858,class8,99.368,class7,122.987,class16,112.908,class8,179.058,class12,103.547,class7
127.943,class8,134.785,class9,74.163,class5,142.852,class9,81.841,class6,138.18,class9,126.986,class8,106.033,class16,61.87,class4,106.164,class7,101.254,class7
111.564,class7,83.256,class6,93.487,class6,172.968,class11,146.129,class10,145.802,class10,131.622,class9,83.731,class16,128.768,class9,145.09,class10,160.963,class11
134.106,class9,117.711,class8,119.788,class8,110.829,class7,148.246,class10,139.311,class9,140.135,class9,137.771,class16,138.736,class9,142.389,class9,127.792,class8
133.171,class9,75.601,class5,136.262,class9,107.129,class7,89.309,class6,63.103,class4,75.598,class5,140.989,class16,132.622,class9,71.985,class5,126.988,class8
92.449,class6,117.759,class8,83.088,class6,83.862,class6,77.509,class5,133.836,class9,167.26,class11,147.464,class16,77.707,class5,164.814,class11,103.296,class7
107.858,class7,112.687,class8,169.925,class11,103.875,class7,141.928,class9,122.692,class8,99.004,class7,98.847,class16,105.085,class7,93.893,class6,84.976,class6
132.68,class9,107.972,class7,136.363,class9,166.241,class11,145.669,class10,140.933,class9,98.726,class7,183.279,class16,143.555,class9,93.535,class6,101.331,class7
145.186,class10,98.57,class7,90.92,class6,64.656,class5,79.66,class5,118.559,class8,92.994,class6,137.414,class16,147.116,class10,111.956,class7,145.623,class10
86.965,class6,97.751,class7,124.822,class8,112.303,class8,90.714,class6,91.873,class6,130.779,class9,103.751,class16,132.418,class9,106.247,class7,116.05,class8
80.374,class6,144.898,class10,117.6,class8,129.507,class9,95.705,class6,66.952,class5,117.844,class8,73.539,class16,132.234,class9,123.923,class8,142.103,class9
103.87,class7,100.972,class7,146.38,class10,92.501,class6,109.394,class7,71.355,class5,142.065,class9,179.792,class16,128.426,class9,132.164,class9,142.777,class9
78.469,class5,98.257,class7,136.925,class9,105.911,class7,119.035,class8,123.056,class8,100.326,class7,142.539,class16,123.406,class8,122.439,class8,92.31,class6
85.776,class6,148.284,class10,148.201,class10,200.241,class13,138.533,class9,134.37,class9,177.111,class12,143.632,class16,95.541,class6,50.75,class4,144.284,class10
89.452,class6,92.578,class6,107.121,class7,100.836,class7,140.308,class9,105.74,class7,102.678,class7,207.143,class16,106.398,class7,156.429,class10,127.968,class8
146.194,class10,97.141,class7,102.336,class7,110.701,class7,137.581,class9,105.825,class7,80.358,class6,112.176,class16,127.642,class8,171.925,class11,131.104,class9
148.272,class10,120.376,class8,97.363,class7,129.961,class9,100.894,class7,90.274,class6,123.965,class8,134.218,class16,121.716,class8,134.986,class9,130.117,class9
161.989,class11,118.751,class8,92.273,class6,78.015,class5,122.93,class8,80.669,class6,84.049,class6,127.713,class16,114.995,class8,130.341,class9,157.443,class10
175.116,class11,133.729,class9,94.003,class6,104.411,class7,128.854,class9,131.566,class9,120.464,class8,119.287,class16,139.316,class9,115.829,class8,121.131,class8
129.845,class9,75.609,class5,77.002,class5,87.998,class6,138.725,class9,117.95,class8,182.233,class12,122.607,class16,136.715,class9,177.236,class12,134.668,class9
182.613,class12,102.71,class7,112.387,class8,154.143,class10,154.926,class10,132.595,class9,76.214,class5,104.07,class16,144.446,class10,91.631,class6,110.397,class7
81.999,class6,188.702,class12,138.506,class9,150.298,class10,98.423,class7,89.555,class6,82.937,class6,94.579,class16,149.033,class10,161.971,class11,131.833,class9
110.333,class7,119.222,class8,122.014,class8,180.647,class12,151.016,class10,93.844,class6,102.078,class7,149.843,class16,122.199,class8,109.961,class7,122.65,class8
94.502,class6,139.087,class9,139.216,class9,109.551,class7,101.1,class7,117.203,class8,97.385,class7,71.696,class16,171.755,class11,122.526,class8,126.382,class8
98.496,class7,144.334,class10,104.216,class7,75.462,class5,76.424,class5,133.464,class9,128.902,class9,136.431,class16,143.73,class9,85.431,class6,63.435,class4
104.642,class7,136.083,class9,169.738,class11,160.757,class11,150.109,class10,126.133,class8,119.434,class8,78.862,class16,93.804,class6,113.829,class8,94.188,class6
116.495,class8,93.379,class6,80.757,class6,123.474,class8,79.105,class5,178.194,class12,167.113,class11,76.037,class16,126.696,class8,76.354,class5,193.147,class13
106.701,class7,127.055,class8,133.091,class9,86.448,class6,111.155,class7,99.935,class7,183.067,class12,80.177,class16,128.871,class9,93.314,class6,122.575,class8
139.401,class9,129.424,class9,96.042,class7,162.107,class11,131.857,class9,147.274,class10,119.477,class8,85.538,class16,143.395,class9,77.257,class5,144.708,class10
68.964,class5,116.697,class8,91.167,class6,105.468,class7,97.673,class7,92.712,class6,173.365,class11,139.042,class16,131.372,class9,140.949,class9,151.586,class10
117.855,class8,129.851,class9,98.813,class7,145.39,class10,81.068,class6,106.026,class7,98.554,class7,81.346,class16,134.169,class9,131.181,class9,134.866,class9
124.809,class8,118.792,class8,123.221,class8,101.823,class7,120.216,class8,102.216,class7,117.145,class8,182.676,class16,90.604,class6,118.169,class8,93.897,class6
93.237,class6,115.252,class8,129.976,class9,109.469,class7,148.051,class10,132.751,class9,143.241,class9,90.051,class16,206.966,class13,136.516,class9,125.816,class8
119.36,class8,118.376,class8,142.345,class9,123.273,class8,168.309,class11,131.234,class9,134.078,class9,186.285,class16,121.76,class8,154.997,class10,171.219,class11
144.836,class10,137.616,class9,110.828,class7,107.384,class7,127.23,class8,141.577,class9,111.688,class7,138.684,class16,98.303,class7,85.955,class6,75.104,class5
108.694,class7,134.432,class9,147.484,class10,106.674,class7,84.824,class6,86.043,class6,105.848,class7,152.892,class16,108.712,class7,86.529,class6,112.844,class8
130.246,class9,156.18,class10,80.595,class6,111.122,class7,114.07,class8,115.666,class8,137.856,class9,75.032,class16,127.679,class8,94.871,class6,83.72,class6
119.812,class8,82.177,class6,155.589,class10,138.646,class9,103.618,class7,106.788,class7,119.006,class8,104.651,class16,186.544,class12,146.111,class10,144.685,class10
81.895,class6,74.798,class5,108.892,class7,78.758,class5,167.104,class11,110.733,class7,95.967,class6,147.594,class16,118.148,class8,87.795,class6,122.61,class8
83.33,class6,150.452,class10,154.97,class10,115.091,class8,82.535,class6,146.235,class10,85.127,class6,126.446,class16,122.295,class8,140.671,class9,123.205,class8
182.535,class12,113.566,class8,153.041,class10,108.723,class7,80.587,class6,126.011,class8,99.861,class7,123.911,class16,105.275,class7,127.051,class8,94.372,class6
89.201,class6,184.723,class12,83.085,class6,107.643,class7,142.95,class9,103.283,class7,129.695,class9,101.346,class16,174.925,class11,172.671,class11,206.357,class13
115.087,class8,138.558,class9,96.082,class7,145.178,class10,189.894,class12,99.952,class7,122.665,class8,188.904,class16,177.53,class12,148.758,class10,101.839,class7
92.588,class6,163.163,class11,92.422,class6,97.447,class7,88.611,class6,144.342,class10,115.299,class8,114.851,class16,191.83,class12,109.599,class7,97.13,class7
87.254,class6,89.761,class6,157.444,class10,113.767,class8,125.9,class8,106.824,class7,97.962,class7,106.618,class16,133.499,class9,131.145,class9,122.653,class8
78.097,class5,131.25,class9,144.287,class10,92.781,class6,78.951,class5,98.624,class7,116.089,class8,147.125,class16,129.831,class9,129.271,class9,137.556,class9
104.758,class7,138.171,class9,88.36,class6,114.748,class8,77.888,class5,83.646,class6,92.605,class6,74.95,class16,77.747,class5,153.325,class10,97.633,class7
127.122,class8,125.507,class8,120.374,class8,118.066,class8,108.866,class7,90.514,class6,119.046,class8,85.246,class16,145.931,class10,95.136,class6,110.32,class7
120.686,class8,134.457,class9,89.892,class6,140.645,class9,135.117,class9,89.509,class6,99.857,class7,78.619,class16,99.095,class7,151.177,class10,138.137,class9
93.047,class6,118.799,class8,146.733,class10,126.252,class8,122.221,class8,79.21,class5,90.348,class6,91.21,class16,142.214,class9,116.4,class8,96.818,class7
124.701,class8,131.52,class9,171.359,class11,105.039,class7,122.963,class8,115.904,class8,122.003,class8,125.608,class16,88.188,class6,119.218,class8,144.704,class10
87.609,class6,141.278,class9,107.949,class7,117.725,class8,103.535,class7,123.475,class8,162.132,class11,123.821,class16,100.333,class7,119.449,class8,114.095,class8
121.11,class8,105.911,class7,90.61,class6,118.668,class8,127.511,class8,111.667,class7,139.991,class9,107.432,class16,103.659,class7,108.566,class7,131.43,class9
82.453,class6,91.289,class6,138.075,class9,126.392,class8,113.17,class8,94.259,class6,91.891,class6,184.688,class16,171.704,class11,129.451,class9,123.954,class8
126.855,class8,133.103,class9,127.196,class8,104.035,class7,159.481,class10,109.035,class7,151.637,class10,119.559,class16,113.124,class8,144.177,class10,164.58,class11
96.852,class7,161.313,class11,81.281,class6,172.02,class11,123.216,class8,84.132,class6,113.809,class8,87.58,class16,114.691,class8,138.953,class9,112.612,class8
80.346,class6,121.361,class8,174.791,class11,78.554,class5,93.855,class6,114.01,class8,77.209,class5,80.107,class16,134.768,class9,206.568,class13,84.696,class6
142.387,class9,85.397,class6,148.295,class10,78.813,class5,121.401,class8,136.351,class9,142.682,class9,131.148,class16,104.731,class7,93.193,class6,82.709,class6
83.164,class6,86.926,class6,197.798,class13,105.974,class7,187.028,class12,113.611,class8,143.746,class9,115.837,class16,82.612,class6,139.78,class9,114.105,class8
82.794,class6,117.129,class8,118.682,class8,156.279,class10,202.266,class13,129.039,class9,97.441,class7,70.639,class16,126.536,class8,102.939,class7,160.828,class11
60.564,class4,160.794,class11,168.334,class11,124.404,class8,89.208,class6,125.231,class8,118.738,class8,134.37,class16,135.614,class9,135.818,class9,61.14,class4
93.477,class6,91.153,class6,117.318,class8,99.041,class7,74.163,class5,120.726,class8,95.822,class6,112.114,class16,139.437,class9,109.541,class7,173.407,class11
119.242,class8,82.937,class6,128.972,class9,104.681,class7,117.26,class8,119.922,class8,127.329,class8,110.571,class16,105.533,class7,152.197,class10,102.966,class7
90.126,class6,128.452,class9,79.522,class5,103.454,class7,134.483,class9,127.287,class8,80.397,class6,77.098,class16,104.61,class7,187.247,class12,104.903,class7
79.7,class5,108.291,class7,93.53,class6,89.198,class6,93.655,class6,127.653,class8,142.308,class9,85.972,class16,92.344,class6,81.433,class6,120.126,class8
69.55,class5,96.723,class7,157.385,class10,107.297,class7,90.112,class6,177.728,class12,90.694,class6,117.546,class16,149.272,class10,67.911,class5,137.613,class9
185.655,class12,84.846,class6,122.765,class8,163.782,class11,118.48,class8,173.025,class11,89.031,class6,119.083,class16,169.658,class11,128.095,class9,130.408,class9
97.256,class7,110.231,class7,175.696,class11,146.144,class10,89.685,class6,130.782,class9,124.704,class8,81.718,class16,90.126,class6,97.257,class7,93.568,class6
61.508,class4,115.671,class8,123.64,class8,92.903,class6,171.57,class11,150.127,class10,170.129,class11,112.089,class16,132.454,class9,122.21,class8,121.439,class8
143.628,class9,175.837,class11,80.704,class6,80.049,class6,58.245,class4,100.625,class7,70.126,class5,117.005,class16,140.383,class9,79.944,class5,90.839,class6
77.411,class5,146.253,class10,101.983,class7,101.335,class7,146.082,class10,117.055,class8,149.652,class10,106.293,class16,127.642,class8,170.373,class11,151.841,class10
135.104,class9,96.348,class7,101.099,class7,139.567,class9,119.416,class8,102.888,class7,85.507,class6,94.649,class16,97.983,class7,130.738,class9,122.628,class8
120.931,class8,148.289,class10,147.037,class10,102.338,class7,115.643,class8,81.983,class6,117.251,class8,112.883,class16,116.878,class8,109.689,class7,87.993,class6
111.61,class7,100.608,class7,168.173,class11,141.982,class9,146.008,class10,74.037,class5,119.59,class8,101.101,class16,77.918,class5,120.639,class8,128.823,class9
98.781,class7,96.605,class7,140.399,class9,114.981,class8,124.714,class8,130.555,class9,154.299,class10,125.066,class16,184.601,class12,80.883,class6,155.551,class10
128.054,class9,118.712,class8,70.995,class5,78.223,class5,203.092,class13,110.577,class7,119.452,class8,120.392,class16,117.045,class8,90.484,class6,120.533,class8
118.295,class8,99.758,class7,72.452,class5,120.191,class8,135.277,class9,100.829,class7,106.074,class7,122.839,class16,105.243,class7,127.404,class8,149.804,class10
81.344,class6,74.813,class5,113.24,class8,167.973,class11,123.837,class8,123.44,class8,141.609,class9,128.809,class16,77.046,class5,76.366,class5,126.945,class8
116.375,class8,124.954,class8,131.815,class9,133.26,class9,98.571,class7,115.643,class8,69.02,class5,145.156,class16,115.118,class8,100.626,class7,158.441,class10
73.009,class5,79.878,class5,141.333,class9,123.366,class8,164.825,class11,144.144,class10,91.498,class6,129.788,class16,74.11,class5,97.647,class7,157.966,class10
70.215,class5,101.041,class7,95.193,class6,134.162,class9,93.802,class6,100.359,class7,109.37,class7,92.453,class16,99.567,class7,127.986,class8,113.244,class8
128.352,class9,142.568,class9,91.96,class6,108.991,class7,121.126,class8,176.431,class12,166.135,class11,122.021,class16,136.566,class9,127.959,class8,189.74,class12
120.334,class8,132.53,class9,129.234,class9,103.747,class7,102.559,class7,105.848,class7,150.781,class10,92.727,class16,113.8,class8,130.094,class9,128.754,class9
100.835,class7,117.167,class8,120.182,class8,160.283,class11,117.398,class8,100.311,class7,135.793,class9,96.279,class16,119.182,class8,200.339,class13,134.258,class9
64.997,class5,122.04,class8,71.533,class5,80.136,class6,108.482,class7,146.127,class10,123.652,class8,122.083,class16,106.398,class7,181.375,class12,140.738,class9
139.113,class9,118.651,class8,87.078,class6,104.126,class7,119.615,class8,177.122,class12,90.424,class6,141.624,class16,80.065,class6,119.577,class8,100.286,class7
92.288,class6,90.553,class6,83.545,class6,148.748,class10,155.48,class10,184.665,class12,110.051,class7,144.939,class16,129.352,class9,132.231,class9,128.956,class9
129.593,class9,99.314,class7,106.626,class7,144.854,class10,104.529,class7,76.22,class5,107.567,class7,121.541,class16,104.036,class7,125.738,class8,101.24,class7
93.73,class6,117.006,class8,132.065,class9,141.017,class9,113.069,class8,148.955,class10,149.341,class10,146.655,class16,111.696,class7,106.307,class7,92.634,class6
79.202,class5,122.238,class8,111.898,class7,133.086,class9,140,class9,97.191,class7,90.742,class6,111.539,class16,133.598,class9,145.913,class10,105.915,class7
93.219,class6,183.912,class12,94.786,class6,180.565,class12,126.97,class8,80.213,class6,120.762,class8,113.635,class16,122.887,class8,64.173,class5,106.163,class7
103.146,class7,110.756,class7,111.934,class7,60.085,class4,97.624,class7,120.797,class8,99.748,class7,156.278,class16,92.059,class6,81.764,class6,91.751,class6
165.426,class11,174.087,class11,109.253,class7,96.242,class7,117.853,class8,94.868,class6,148.751,class10,119.188,class16,126.112,class8,122.719,class8,103.922,class7
88.919,class6,114.648,class8,152.421,class10,91.657,class6,131.752,class9,86.969,class6,118.978,class8,104.256,class16,124.544,class8,129.705,class9,91.108,class6
124.882,class8,105.437,class7,133.795,class9,123.277,class8,134.066,class9,81.231,class6,143.883,class9,145.743,class16,134.62,class9,110.37,class7,160.721,class11
105.908,class7,95.639,class6,122.237,class8,123.025,class8,125.491,class8,170.9,class11,106.688,class7,129.847,class16,87.748,class6,132.103,class9,145.465,class10
91.201,class6,134.429,class9,120.117,class8,171.437,class11,135.805,class9,146.972,class10,122.186,class8,177.581,class16,110.387,class7,150.572,class10,113.959,class8
94.307,class6,136.12,class9,93.47,class6,79.984,class5,80.324,class6,138.547,class9,170.055,class11,182.343,class16,144.71,class10,152.732,class10,100.435,class7
96.493,class7,150.54,class10,81.117,class6,161.323,class11,128.252,class9,134.948,class9,78.073,class5,164.415,class16,153.504,class10,122.342,class8,113.46,class8
121.447,class8,179.269,class12,95.245,class6,88.599,class6,119.492,class8,136.772,class9,139.296,class9,132.336,class16,116.665,class8,96.852,class7,131.594,class9
131.1,class9,140.87,class9,128.611,class9,75.103,class5,94.758,class6,115.04,class8,121.516,class8,149.79,class16,131.412,class9,163.694,class11,133.179,class9
139.785,class9,78.962,class5,120.994,class8,104.268,class7,125.622,class8,115.712,class8,117.067,class8,107.51,class16,133.832,class9,80.547,class6,110.946,class7
122.786,class8,93.428,class6,115.471,class8,157.239,class10,79.9,class5,128.156,class9,190.945,class12,104.142,class16,108.979,class7,129.084,class9,202.222,class13
98.919,class7,108.168,class7,117.267,class8,142.184,class9,129.538,class9,115.013,class8,130.689,class9,179.139,class16,141.489,class9,63.478,class4,131.045,class9
182.284,class12,166.575,class11,152.217,class10,92.781,class6,75.514,class5,108.118,class7,81.686,class6,102.41,class16,80.128,class6,116.633,class8,115.447,class8
80.027,class6,83.372,class6,103.892,class7,123.638,class8,81.731,class6,96.758,class7,131.098,class9,110.703,class16,169.951,class11,129.001,class9,151.478,class10
109.155,class7,85.883,class6,105.005,class7,150.686,class10,116.556,class8,91.015,class6,95.766,class6,136.57,class16,76.831,class5,98.38,class7,174.979,class11
129.686,class9,79.007,class5,69.699,class5,101.45,class7,125.058,class8,148.271,class10,110.354,class7,96.302,class16,190.072,class12,162.428,class11,155.677,class10
111.446,class7,156.002,class10,83.946,class6,120.318,class8,116.573,class8,135.255,class9,118.671,class8,119.538,class16,135.273,class9,103.373,class7,107.089,class7
67.586,class5,117.799,class8,83.998,class6,169.792,class11,79.075,class5,94.527,class6,185.54,class12,105.879,class16,126.848,class8,75.008,class5,112.174,class8
88.357,class6,98.356,class7,119.927,class8,133.438,class9,142.766,class9,76.731,class5,142.012,class9,89.421,class16,107.74,class7,146.627,class10,129.507,class9
96.994,class7,130.04,class9,96.377,class7,115.956,class8,116.354,class8,118.613,class8,117.131,class8,79.163,class16,146.185,class10,107.779,class7,105.289,class7
116.053,class8,183.87,class12,131.494,class9,154.913,class10,112.21,class8,149.357,class10,83.392,class6,123.129,class16,180.804,class12,132.522,class9,111.44,class7
136.409,class9,128.009,class9,82.372,class6,120.199,class8,154.645,class10,90.205,class6,79.946,class5,126.592,class16,112.934,class8,79.535,class5,143.358,class9
112.874,class8,141.503,class9,113.983,class8,80.417,class6,137.588,class9,124.239,class8,113.201,class8,94.486,class16,148.621,class10,140.998,class9,165.725,class11
80.093,class6,112.375,class8,81.384,class6,121.165,class8,78.827,class5,130.798,class9,95.854,class6,82.139,class16,125.349,class8,130.156,class9,130.511,class9
94.49,class6,97.598,class7,96.946,class7,98.474,class7,201.015,class13,128.628,class9,97.286,class7,94.691,class16,174.685,class11,125.123,class8,103.043,class7
109.878,class7,83.926,class6,137.29,class9,96.836,class7,103.206,class7,133.671,class9,123.845,class8,143.7,class16,151.29,class10,160.779,class11,128.382,class9
133.49,class9,112.575,class8,112.267,class8,126.637,class8,114.798,class8,148.3,class10,111.916,class7,135.198,class16,117.479,class8,99.797,class7,122.062,class8
100.965,class7,112.021,class8,137.559,class9,95.072,class6,93.372,class6,134.673,class9,119.23,class8,109.887,class16,117.678,class8,135.344,class9,110.979,class7
87.136,class6,86.204,class6,111.423,class7,130.798,class9,117.519,class8,143.623,class9,158.146,class10,115.147,class16,124.401,class8,121.401,class8,102.487,class7
94.636,class6,128.748,class9,127.562,class8,122.401,class8,88.528,class6,124.652,class8,106.195,class7,121.999,class16,142.406,class9,133.394,class9,127.834,class8
131.61,class9,162.973,class11,136.58,class9,116.449,class8,154.576,class10,96.752,class7,121.508,class8,134.599,class16,116.002,class8,170.853,class11,152.038,class10
129.243,class9,118.826,class8,96.361,class7,122.904,class8,97.19,class7,139.455,class9,166.653,class11,122.17,class16,142.634,class9,71.119,class5,99.494,class7
144.493,class10,167.058,class11,116.749,class8,122.117,class8,111.769,class7,136.153,class9,92.234,class6,120.966,class16,119.587,class8,107.674,class7,104.048,class7
121.863,class8,89.215,class6,105.455,class7,172.625,class11,114.941,class8,112.623,class8,117.788,class8,119.749,class16,104.558,class7,129.647,class9,172.036,class11
99.763,class7,78.611,class5,115.822,class8,130.389,class9,113.073,class8,82.89,class6,105.466,class7,97.335,class16,111.83,class7,152.628,class10,206.043,class13
129.995,class9,114.239,class8,129.155,class9,157.846,class10,165.073,class11,152.383,class10,148.931,class10,144.924,class16,193.386,class13,117.442,class8,74.827,class5
119.357,class8,119.241,class8,97.572,class7,134.75,class9,129.157,class9,89.378,class6,118.327,class8,80.334,class16,112.779,class8,150.264,class10,110.028,class7
109.478,class7,150.44,class10,88.307,class6,92.249,class6,141.876,class9,131.664,class9,118.355,class8,98.515,class16,189.197,class12,91.884,class6,97.874,class7
98.852,class7,164.929,class11,126.727,class8,101.227,class7,144.381,class10,142.756,class9,111.29,class7,104.789,class16,101.585,class7,68.968,class5,164.848,class11
132.958,class9,131.133,class9,140.83,class9,133.909,class9,131.952,class9,172.675,class11,149.975,class10,127.68,class16,193.345,class13,101.279,class7,151.314,class10
109.326,class7,177.075,class12,136.406,class9,137.816,class9,96.744,class7,98.341,class7,168.357,class11,78.762,class16,173.989,class11,123.899,class8,135.37,class9
103.199,class7,143.919,class9,131.189,class9,142.156,class9,130.775,class9,121.45,class8,97.341,class7,183.314,class16,130.49,class9,125.158,class8,166.682,class11
148.023,class10,108.396,class7,75.023,class5,147.197,class10,108.234,class7,77.816,class5,127.71,class8,97.031,class16,131.634,class9,74.295,class5,152.723,class10
97.123,class7,132.402,class9,186.476,class12,135.535,class9,155.209,class10,99.64,class7,126.997,class8,77.152,class16,95.251,class6,128.001,class9,121.633,class8
74.62,class5,97.127,class7,174.068,class11,125.045,class8,89.826,class6,95.085,class6,188.097,class12,183.337,class16,132.11,class9,130.715,class9,125.988,class8
173.803,class11,112.12,class8,106.87,class7,91.858,class6,82.598,class6,132.049,class9,95.193,class6,131.493,class16,155.487,class10,90.55,class6,103.11,class7
125.714,class8,164.788,class11,104.364,class7,117.528,class8,112.635,class8,118.316,class8,108.07,class7,84.21,class16,163.367,class11,104.514,class7,143.409,class9
86.956,class6,141.361,class9,135.838,class9,93.125,class6,115.7,class8,116.333,class8,101.609,class7,113.025,class16,110.366,class7,126.645,class8,116.603,class8
160.621,class11,95.719,class6,73.94,class5,112.781,class8,151.16,class10,97.472,class7,179.46,class12,93.431,class16,90.572,class6,94.858,class6,102.446,class7
100.446,class7,175.89,class11,94.076,class6,142.04,class9,102.256,class7,157.619,class10,110.815,class7,97.982,class16,151.737,class10,138.166,class9,116.925,class8
120.463,class8,99.646,class7,81.191,class6,151.991,class10,135.547,class9,132.975,class9,133.829,class9,98.187,class16,138.131,class9,71.846,class5,95.511,class6
157.921,class10,90.246,class6,162.706,class11,134.418,class9,132.019,class9,168.158,class11,113.644,class8,134.414,class16,112.26,class8,94.269,class6,116.841,class8
121.045,class8,120.099,class8,133.033,class9,131.063,class9,119.729,class8,93.223,class6,122.598,class8,81.011,class16,108.974,class7,98.719,class7,148.191,class10
90.791,class6,130.584,class9,91.496,class6,86.163,class6,92.574,class6,113.045,class8,171.464,class11,75.978,class16,77.783,class5,118.321,class8,128.593,class9
152.545,class10,168.702,class11,112.356,class8,122.894,class8,87.614,class6,79.836,class5,114.533,class8,129.719,class16,98.296,class7,166.656,class11,140.679,class9
118.99,class8,147.303,class10,75.212,class5,79.026,class5,141.401,class9,148.165,class10,99.508,class7,106.734,class16,129.808,class9,76.246,class5,122.889,class8
111.057,class7,111.295,class7,136.384,class9,154.132,class10,145.178,class10,133.639,class9,111.193,class7,139.225,class16,141.653,class9,174.96,class11,137.633,class9
87.428,class6,80.75,class6,90.988,class6,243.507,class16,96.85,class7,134.673,class9,136.313,class9,131.242,class16,93.062,class6,119.984,class8,169.734,class11
119.716,class8,117.779,class8,145.217,class10,129.506,class9,143.844,class9,125.915,class8,100.465,class7,89.288,class16,136.913,class9,95.927,class6,183.242,class12
132.996,class9,84.49,class6,152.413,class10,79.368,class5,140.968,class9,118.48,class8,109.39,class7,131.983,class16,186.025,class12,117.208,class8,140.622,class9
100.201,class7,101.951,class7,81.115,class6,157.465,class10,148.375,class10,78.554,class5,119.478,class8,146.672,class16,135.798,class9,100.181,class7,107.059,class7
74.88,class5,112.742,class8,123.548,class8,161.545,class11,99.313,class7,80.715,class6,112.45,class8,165.902,class16,83.374,class6,99.311,class7,96.46,class7
131.231,class9,99.498,class7,121.796,class8,122.914,class8,90.09,class6,79.576,class5,108.197,class7,120.022,class16,107.805,class7,135.447,class9,110.181,class7
125.682,class8,120.157,class8,144.941,class10,97.863,class7,82.075,class6,72.28,class5,68.033,class5,112.802,class16,134.879,class9,88.988,class6,104.923,class7
